Time,Event,Severity,Source,Destination,Confidence
12:46:14,NEW_THREAT,Low,192.168.0.127,45.140.147.90,0.09
12:46:16,NEW_THREAT,Low,192.168.0.127,45.140.147.90,0.09
12:46:16,NEW_THREAT,Low,45.140.147.90,192.168.0.127,0.09
12:46:16,NEW_THREAT,Low,192.168.0.127,45.140.147.90,0.09
12:46:18,NEW_THREAT,Low,192.168.0.127,45.140.147.90,0.09
12:46:18,NEW_THREAT,Low,45.140.147.90,192.168.0.127,0.09
12:46:18,NEW_THREAT,Low,192.168.0.127,45.140.147.90,0.09
12:46:20,NEW_THREAT,Low,192.168.0.127,45.140.147.90,0.09
12:46:20,NEW_THREAT,Low,192.168.0.127,45.140.147.90,0.09
12:46:20,NEW_THREAT,Low,192.168.0.127,45.140.147.90,0.09
12:46:20,NEW_THREAT,Low,45.140.147.90,192.168.0.127,0.09
12:46:20,NEW_THREAT,Low,192.168.0.127,45.140.147.90,0.09
12:46:22,NEW_THREAT,Low,192.168.0.127,45.140.147.90,0.09
12:46:22,NEW_THREAT,Low,192.168.0.127,45.140.147.90,0.09
12:46:22,NEW_THREAT,Low,45.140.147.90,192.168.0.127,0.09
12:46:23,NEW_THREAT,Low,192.168.0.127,45.140.147.90,0.09
12:46:23,NEW_THREAT,Low,192.168.0.127,34.107.243.93,0.09
12:46:24,NEW_THREAT,Low,45.140.147.90,192.168.0.127,0.09
12:46:24,NEW_THREAT,Low,192.168.0.127,45.140.147.90,0.09
12:46:24,NEW_THREAT,Low,192.168.0.127,45.140.147.90,0.09
12:46:24,NEW_THREAT,Low,45.140.147.90,192.168.0.127,0.09
12:46:25,NEW_THREAT,Low,192.168.0.127,45.140.147.90,0.09
12:46:26,NEW_THREAT,Low,192.168.0.127,45.140.147.90,0.09
12:46:26,NEW_THREAT,Low,192.168.0.127,45.140.147.90,0.09
12:46:26,NEW_THREAT,Low,45.140.147.90,192.168.0.127,0.09
12:46:26,NEW_THREAT,Low,192.168.0.127,45.140.147.90,0.09
12:46:27,NEW_THREAT,Low,192.168.0.127,172.211.123.249,0.09
12:46:28,NEW_THREAT,Low,45.140.147.90,192.168.0.127,0.09
12:46:28,NEW_THREAT,Low,192.168.0.127,45.140.147.90,0.09
12:46:28,NEW_THREAT,Low,192.168.0.127,45.140.147.90,0.09
12:46:28,NEW_THREAT,Low,45.140.147.90,192.168.0.127,0.09
12:46:29,NEW_THREAT,Low,192.168.0.230,224.0.0.251,0.09
12:46:29,NEW_THREAT,Low,192.168.0.127,45.140.147.90,0.09
12:46:30,NEW_THREAT,Low,45.140.147.90,192.168.0.127,0.09
12:46:30,NEW_THREAT,Low,192.168.0.127,45.140.147.90,0.09
12:46:30,NEW_THREAT,Low,45.140.147.90,192.168.0.127,0.09
12:46:31,NEW_THREAT,Low,192.168.0.127,45.140.147.90,0.09
12:46:32,NEW_THREAT,Low,192.168.0.127,45.140.147.90,0.09
12:46:32,NEW_THREAT,Low,45.140.147.90,192.168.0.127,0.09
12:46:33,NEW_THREAT,Low,192.168.0.127,45.140.147.90,0.09
12:46:34,NEW_THREAT,Low,45.140.147.90,192.168.0.127,0.09
12:46:34,NEW_THREAT,Low,192.168.0.127,45.140.147.90,0.09
12:46:34,NEW_THREAT,Low,192.168.0.127,45.140.147.90,0.09
12:46:34,NEW_THREAT,Low,45.140.147.90,192.168.0.127,0.09
12:46:35,NEW_THREAT,Low,192.168.0.127,45.140.147.90,0.09
12:46:36,NEW_THREAT,Low,192.168.0.127,45.140.147.90,0.09
12:46:36,NEW_THREAT,Low,45.140.147.90,192.168.0.127,0.09
12:46:37,NEW_THREAT,Low,192.168.0.127,45.140.147.90,0.09
12:46:37,NEW_THREAT,Low,0.0.0.0,224.0.0.1,0.09
12:46:38,NEW_THREAT,Low,45.140.147.90,192.168.0.127,0.09
12:46:38,NEW_THREAT,Low,192.168.0.127,45.140.147.90,0.09
12:46:38,NEW_THREAT,Low,45.140.147.90,192.168.0.127,0.09
12:46:39,NEW_THREAT,Low,192.168.0.127,45.140.147.90,0.09
12:46:39,NEW_THREAT,Low,45.140.147.90,192.168.0.127,0.09
12:46:39,NEW_THREAT,Low,192.168.0.127,45.140.147.90,0.09
12:46:40,NEW_THREAT,Low,192.168.0.127,45.140.147.90,0.09
12:46:40,NEW_THREAT,Low,45.140.147.90,192.168.0.127,0.09
12:46:40,NEW_THREAT,Low,192.168.0.127,45.140.147.90,0.09
12:46:40,NEW_THREAT,Low,45.140.147.90,192.168.0.127,0.09
12:46:41,NEW_THREAT,Low,192.168.0.127,45.140.147.90,0.09
12:46:41,NEW_THREAT,Low,142.250.203.142,192.168.0.127,0.09
12:46:41,NEW_THREAT,Low,142.250.203.142,192.168.0.127,0.09
12:46:41,NEW_THREAT,Low,142.250.203.142,192.168.0.127,0.09
12:46:42,NEW_THREAT,Low,192.168.0.127,178.235.152.12,0.09
12:46:42,NEW_THREAT,Low,178.235.152.12,192.168.0.127,0.09
12:46:42,NEW_THREAT,Low,216.58.208.214,192.168.0.127,0.09
12:46:42,NEW_THREAT,Low,192.168.0.127,216.58.208.214,0.09
12:46:42,NEW_THREAT,Low,216.58.208.214,192.168.0.127,0.09
12:46:42,NEW_THREAT,Low,216.58.208.214,192.168.0.127,0.09
12:46:42,NEW_THREAT,Low,45.140.147.90,192.168.0.127,0.09
12:46:42,NEW_THREAT,Low,192.168.0.1,224.0.0.22,0.09
12:46:43,NEW_THREAT,Low,192.168.0.127,216.58.208.214,0.09
12:46:43,NEW_THREAT,Low,216.58.208.214,192.168.0.127,0.09
12:46:43,NEW_THREAT,Low,216.58.208.214,192.168.0.127,0.09
12:46:43,NEW_THREAT,Low,216.58.208.214,192.168.0.127,0.09
12:46:43,NEW_THREAT,Low,216.58.208.214,192.168.0.127,0.09
12:46:43,NEW_THREAT,Low,216.58.208.214,192.168.0.127,0.09
12:46:43,NEW_THREAT,Low,216.58.208.214,192.168.0.127,0.09
12:46:44,NEW_THREAT,Low,216.58.208.214,192.168.0.127,0.09
12:46:44,NEW_THREAT,Low,216.58.208.214,192.168.0.127,0.09
12:46:44,NEW_THREAT,Low,216.58.208.214,192.168.0.127,0.09
12:46:44,NEW_THREAT,Low,216.58.208.214,192.168.0.127,0.09
12:46:44,NEW_THREAT,Low,192.168.0.230,224.0.0.22,0.09
12:46:44,NEW_THREAT,Low,192.168.0.127,45.140.147.90,0.09
12:46:44,NEW_THREAT,Low,45.140.147.90,192.168.0.127,0.09
12:46:45,NEW_THREAT,Low,192.168.0.127,224.0.0.22,0.09
12:46:45,NEW_THREAT,Low,192.168.0.127,45.140.147.90,0.09
12:46:46,NEW_THREAT,Low,192.168.0.127,224.0.0.22,0.09
12:46:46,NEW_THREAT,Low,192.168.0.127,45.140.147.90,0.09
12:46:46,NEW_THREAT,Low,192.168.0.127,45.140.147.90,0.09
12:46:46,NEW_THREAT,Low,192.168.0.127,172.211.123.250,0.09
12:46:46,NEW_THREAT,Low,192.168.0.127,45.140.147.90,0.09
12:46:47,NEW_THREAT,Low,45.140.147.90,192.168.0.127,0.09
12:46:47,NEW_THREAT,Low,192.168.0.127,45.140.147.90,0.09
12:46:48,NEW_THREAT,Low,45.140.147.90,192.168.0.127,0.09
12:46:48,NEW_THREAT,Low,192.168.0.127,45.140.147.90,0.09
12:46:48,NEW_THREAT,Low,192.168.0.127,45.140.147.90,0.09
12:46:49,NEW_THREAT,Low,45.140.147.90,192.168.0.127,0.09
12:46:49,NEW_THREAT,Low,192.168.0.127,45.140.147.90,0.09
12:46:50,NEW_THREAT,Low,45.140.147.90,192.168.0.127,0.09
12:46:50,NEW_THREAT,Low,192.168.0.127,45.140.147.90,0.09
12:46:51,NEW_THREAT,Low,45.140.147.90,192.168.0.127,0.09
12:46:51,NEW_THREAT,Low,45.140.147.90,192.168.0.127,0.09
12:46:51,NEW_THREAT,Low,192.168.0.127,45.140.147.90,0.09
12:46:52,NEW_THREAT,Low,192.168.0.127,45.140.147.90,0.09
12:46:52,NEW_THREAT,Low,192.168.0.127,45.140.147.90,0.09
12:46:52,NEW_THREAT,Low,192.168.0.127,4.4.4.4,0.09
12:46:53,NEW_THREAT,Low,142.250.203.142,192.168.0.127,0.09
12:46:53,NEW_THREAT,Low,142.250.203.142,192.168.0.127,0.09
12:46:53,NEW_THREAT,Low,192.168.0.127,34.107.243.93,0.09
12:46:54,NEW_THREAT,Low,45.140.147.90,192.168.0.127,0.09
12:46:54,NEW_THREAT,Low,192.168.0.127,45.140.147.90,0.09
12:46:54,NEW_THREAT,Low,192.168.0.127,45.140.147.90,0.09
12:46:54,NEW_THREAT,Low,45.140.147.90,192.168.0.127,0.09
12:46:54,NEW_THREAT,Low,45.140.147.90,192.168.0.127,0.09
12:46:54,NEW_THREAT,Low,192.168.0.127,45.140.147.90,0.09
12:46:55,NEW_THREAT,Low,192.168.0.127,142.250.203.142,0.09
12:46:55,NEW_THREAT,Low,142.250.203.142,192.168.0.127,0.09
12:46:55,NEW_THREAT,Low,192.168.0.127,178.235.152.14,0.09
12:46:56,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:46:56,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:46:57,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:46:57,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:46:58,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:46:58,NEW_THREAT,Low,216.58.208.214,192.168.0.127,0.09
12:46:58,NEW_THREAT,Low,216.58.208.214,192.168.0.127,0.09
12:46:58,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:46:59,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:46:59,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:46:59,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:46:59,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:00,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:00,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:00,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:00,NEW_THREAT,Low,216.58.208.214,192.168.0.127,0.09
12:47:00,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:00,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:01,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:01,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:01,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:01,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:01,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:02,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:02,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:02,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:02,NEW_THREAT,Low,192.168.0.127,142.250.203.142,0.09
12:47:02,NEW_THREAT,Low,142.250.203.142,192.168.0.127,0.09
12:47:03,NEW_THREAT,Low,192.168.0.127,178.235.152.14,0.09
12:47:03,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:03,NEW_THREAT,Low,192.168.0.127,178.235.152.14,0.09
12:47:04,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:04,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:04,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:05,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:05,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:05,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:05,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:06,NEW_THREAT,Low,142.250.203.142,192.168.0.127,0.09
12:47:06,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:06,NEW_THREAT,Low,192.168.0.127,178.235.152.14,0.09
12:47:06,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:07,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:07,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:07,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:07,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:07,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:08,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:08,NEW_THREAT,Low,192.168.0.127,178.235.152.14,0.09
12:47:08,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:08,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:08,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:08,NEW_THREAT,Low,192.168.0.127,178.235.152.14,0.09
12:47:09,NEW_THREAT,Low,192.168.0.127,178.235.152.14,0.09
12:47:09,NEW_THREAT,Low,192.168.0.127,142.250.203.142,0.09
12:47:09,NEW_THREAT,Low,142.250.203.142,192.168.0.127,0.09
12:47:09,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:09,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:10,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:10,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:10,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:10,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:11,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:11,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:11,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:11,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:12,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:12,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:12,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:12,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:12,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:12,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:12,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:13,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:13,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:13,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:13,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:13,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:13,NEW_THREAT,Low,192.168.0.127,178.235.152.14,0.09
12:47:13,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:14,NEW_THREAT,Low,192.168.0.127,178.235.152.14,0.09
12:47:14,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:14,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:14,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:14,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:14,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:15,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:15,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:15,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:15,NEW_THREAT,Low,142.250.203.142,192.168.0.127,0.09
12:47:16,NEW_THREAT,Low,142.250.203.142,192.168.0.127,0.09
12:47:17,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:17,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:17,NEW_THREAT,Low,192.168.0.127,45.140.147.90,0.09
12:47:18,NEW_THREAT,Low,192.168.0.127,216.58.208.214,0.09
12:47:19,NEW_THREAT,Low,216.58.208.214,192.168.0.127,0.09
12:47:19,NEW_THREAT,Low,216.58.208.214,192.168.0.127,0.09
12:47:19,NEW_THREAT,Low,216.58.208.214,192.168.0.127,0.09
12:47:19,NEW_THREAT,Low,216.58.208.214,192.168.0.127,0.09
12:47:20,NEW_THREAT,Low,216.58.208.214,192.168.0.127,0.09
12:47:20,NEW_THREAT,Low,192.168.0.127,216.58.208.214,0.09
12:47:20,NEW_THREAT,Low,216.58.208.214,192.168.0.127,0.09
12:47:20,NEW_THREAT,Low,216.58.208.214,192.168.0.127,0.09
12:47:20,NEW_THREAT,Low,216.58.208.214,192.168.0.127,0.09
12:47:21,NEW_THREAT,Low,216.58.208.214,192.168.0.127,0.09
12:47:21,NEW_THREAT,Low,216.58.208.214,192.168.0.127,0.09
12:47:21,NEW_THREAT,Low,216.58.208.214,192.168.0.127,0.09
12:47:21,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:21,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:22,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:22,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:22,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:22,NEW_THREAT,Low,192.168.0.127,142.250.203.142,0.09
12:47:22,NEW_THREAT,Low,192.168.0.127,8.8.8.8,0.09
12:47:22,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:22,NEW_THREAT,Low,192.168.0.127,178.235.152.14,0.09
12:47:22,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:22,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:23,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:23,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:24,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:24,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:24,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:24,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:25,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:25,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:25,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:25,NEW_THREAT,Low,192.168.0.127,178.235.152.14,0.09
12:47:25,NEW_THREAT,Low,192.168.0.127,216.58.208.214,0.09
12:47:25,NEW_THREAT,Low,192.168.0.127,216.58.208.214,0.09
12:47:26,NEW_THREAT,Low,216.58.208.214,192.168.0.127,0.09
12:47:26,NEW_THREAT,Low,216.58.208.214,192.168.0.127,0.09
12:47:26,NEW_THREAT,Low,216.58.208.214,192.168.0.127,0.09
12:47:26,NEW_THREAT,Low,142.250.203.142,192.168.0.127,0.09
12:47:26,NEW_THREAT,Low,192.168.0.127,178.235.152.14,0.09
12:47:26,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:27,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:27,NEW_THREAT,Low,192.168.0.127,178.235.152.14,0.09
12:47:27,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:27,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:27,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:27,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:28,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:28,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:28,NEW_THREAT,Low,192.168.0.127,45.140.147.90,0.09
12:47:28,NEW_THREAT,Low,8.8.8.8,192.168.0.127,0.09
12:47:28,NEW_THREAT,Low,192.168.0.127,46.134.193.143,0.09
12:47:28,NEW_THREAT,Low,46.134.193.143,192.168.0.127,0.09
12:47:29,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:29,NEW_THREAT,Low,192.168.0.127,178.235.152.14,0.09
12:47:29,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:29,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:29,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:29,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:30,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:30,NEW_THREAT,Low,192.168.0.127,178.235.152.14,0.09
12:47:30,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:30,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:30,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:30,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:31,NEW_THREAT,Low,45.140.147.90,192.168.0.127,0.09
12:47:31,NEW_THREAT,Low,45.140.147.90,192.168.0.127,0.09
12:47:31,NEW_THREAT,Low,192.168.0.127,178.235.152.14,0.09
12:47:31,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:31,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:31,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:31,NEW_THREAT,Low,192.168.0.127,178.235.152.14,0.09
12:47:31,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:32,NEW_THREAT,Low,192.168.0.127,178.235.152.14,0.09
12:47:32,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:32,NEW_THREAT,Low,192.168.0.127,178.235.152.14,0.09
12:47:32,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:32,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
12:47:33,NEW_THREAT,Low,178.235.152.14,192.168.0.127,0.09
